"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"BZN|FI","12.10.2015 12:00 - 12.10.2015 13:00 (CET/CEST)","883","n/e","n/e","670","667","0","n/e","581","n/e","n/e","n/e","1870","n/e","n/e","2740","200","34","n/e","35","n/e","155"
"BZN|FI","12.10.2015 13:00 - 12.10.2015 14:00 (CET/CEST)","890","n/e","n/e","647","672","0","n/e","545","n/e","n/e","n/e","1882","n/e","n/e","2740","200","33","n/e","34","n/e","145"
"BZN|FI","12.10.2015 14:00 - 12.10.2015 15:00 (CET/CEST)","891","n/e","n/e","636","690","1","n/e","495","n/e","n/e","n/e","1735","n/e","n/e","2739","200","33","n/e","34","n/e","175"
"BZN|FI","12.10.2015 15:00 - 12.10.2015 16:00 (CET/CEST)","897","n/e","n/e","610","696","1","n/e","487","n/e","n/e","n/e","1614","n/e","n/e","2739","198","33","n/e","34","n/e","206"
"BZN|FI","12.10.2015 16:00 - 12.10.2015 17:00 (CET/CEST)","922","n/e","n/e","551","694","1","n/e","504","n/e","n/e","n/e","1722","n/e","n/e","2739","198","33","n/e","34","n/e","223"
"BZN|FI","12.10.2015 17:00 - 12.10.2015 18:00 (CET/CEST)","949","n/e","n/e","564","707","1","n/e","540","n/e","n/e","n/e","1835","n/e","n/e","2739","199","33","n/e","34","n/e","267"
"BZN|FI","12.10.2015 18:00 - 12.10.2015 19:00 (CET/CEST)","983","n/e","n/e","573","754","1","n/e","610","n/e","n/e","n/e","2097","n/e","n/e","2738","202","33","n/e","33","n/e","324"
"BZN|FI","12.10.2015 19:00 - 12.10.2015 20:00 (CET/CEST)","979","n/e","n/e","575","762","1","n/e","627","n/e","n/e","n/e","2040","n/e","n/e","2737","203","33","n/e","33","n/e","363"
"BZN|FI","12.10.2015 20:00 - 12.10.2015 21:00 (CET/CEST)","952","n/e","n/e","571","691","1","n/e","579","n/e","n/e","n/e","1639","n/e","n/e","2737","204","33","n/e","33","n/e","394"
"BZN|FI","12.10.2015 21:00 - 12.10.2015 22:00 (CET/CEST)","913","n/e","n/e","579","615","1","n/e","474","n/e","n/e","n/e","1507","n/e","n/e","2737","204","33","n/e","34","n/e","423"
"BZN|FI","12.10.2015 22:00 - 12.10.2015 23:00 (CET/CEST)","893","n/e","n/e","591","517","1","n/e","440","n/e","n/e","n/e","1303","n/e","n/e","2737","205","33","n/e","33","n/e","401"
"BZN|FI","12.10.2015 23:00 - 13.10.2015 00:00 (CET/CEST)","875","n/e","n/e","633","514","1","n/e","424","n/e","n/e","n/e","1155","n/e","n/e","2736","206","33","n/e","34","n/e","343"
"BZN|FI","13.10.2015 00:00 - 13.10.2015 01:00 (CET/CEST)","881","n/e","n/e","635","510","1","n/e","421","n/e","n/e","n/e","1247","n/e","n/e","2737","206","33","n/e","34","n/e","301"
"BZN|FI","13.10.2015 01:00 - 13.10.2015 02:00 (CET/CEST)","885","n/e","n/e","631","500","1","n/e","416","n/e","n/e","n/e","1255","n/e","n/e","2738","206","33","n/e","34","n/e","297"
"BZN|FI","13.10.2015 02:00 - 13.10.2015 03:00 (CET/CEST)","875","n/e","n/e","628","496","1","n/e","419","n/e","n/e","n/e","1206","n/e","n/e","2738","206","33","n/e","34","n/e","274"
"BZN|FI","13.10.2015 03:00 - 13.10.2015 04:00 (CET/CEST)","866","n/e","n/e","629","533","1","n/e","420","n/e","n/e","n/e","1191","n/e","n/e","2738","208","27","n/e","33","n/e","249"
"BZN|FI","13.10.2015 04:00 - 13.10.2015 05:00 (CET/CEST)","870","n/e","n/e","624","651","1","n/e","428","n/e","n/e","n/e","1238","n/e","n/e","2737","208","27","n/e","33","n/e","237"
"BZN|FI","13.10.2015 05:00 - 13.10.2015 06:00 (CET/CEST)","865","n/e","n/e","623","716","1","n/e","512","n/e","n/e","n/e","1636","n/e","n/e","2737","208","27","n/e","35","n/e","265"
"BZN|FI","13.10.2015 06:00 - 13.10.2015 07:00 (CET/CEST)","864","n/e","n/e","630","749","1","n/e","632","n/e","n/e","n/e","1929","n/e","n/e","2738","208","27","n/e","35","n/e","285"
"BZN|FI","13.10.2015 07:00 - 13.10.2015 08:00 (CET/CEST)","861","n/e","n/e","633","751","1","n/e","698","n/e","n/e","n/e","2095","n/e","n/e","2737","208","27","n/e","31","n/e","278"
"BZN|FI","13.10.2015 08:00 - 13.10.2015 09:00 (CET/CEST)","849","n/e","n/e","638","761","1","n/e","695","n/e","n/e","n/e","2127","n/e","n/e","2737","208","27","n/e","33","n/e","282"
"BZN|FI","13.10.2015 09:00 - 13.10.2015 10:00 (CET/CEST)","833","n/e","n/e","627","766","1","n/e","686","n/e","n/e","n/e","2076","n/e","n/e","2738","207","27","n/e","33","n/e","259"
"BZN|FI","13.10.2015 10:00 - 13.10.2015 11:00 (CET/CEST)","832","n/e","n/e","616","758","1","n/e","667","n/e","n/e","n/e","2029","n/e","n/e","2738","203","27","n/e","34","n/e","240"
"BZN|FI","13.10.2015 11:00 - 13.10.2015 12:00 (CET/CEST)","830","n/e","n/e","628","734","1","n/e","593","n/e","n/e","n/e","1870","n/e","n/e","2738","201","27","n/e","35","n/e","227"
"BZN|FI","13.10.2015 12:00 - 13.10.2015 13:00 (CET/CEST)","826","n/e","n/e","632","690","1","n/e","510","n/e","n/e","n/e","1808","n/e","n/e","2739","199","29","n/e","33","n/e","276"
"BZN|FI","13.10.2015 13:00 - 13.10.2015 14:00 (CET/CEST)","804","n/e","n/e","641","654","1","n/e","464","n/e","n/e","n/e","1612","n/e","n/e","2740","198","29","n/e","34","n/e","308"
"BZN|FI","13.10.2015 14:00 - 13.10.2015 15:00 (CET/CEST)","782","n/e","n/e","641","639","1","n/e","439","n/e","n/e","n/e","1529","n/e","n/e","2739","198","29","n/e","34","n/e","351"
"BZN|FI","13.10.2015 15:00 - 13.10.2015 16:00 (CET/CEST)","781","n/e","n/e","638","643","1","n/e","423","n/e","n/e","n/e","1520","n/e","n/e","2739","198","29","n/e","33","n/e","380"
"BZN|FI","13.10.2015 16:00 - 13.10.2015 17:00 (CET/CEST)","778","n/e","n/e","638","663","1","n/e","455","n/e","n/e","n/e","1636","n/e","n/e","2740","198","29","n/e","33","n/e","406"
"BZN|FI","13.10.2015 17:00 - 13.10.2015 18:00 (CET/CEST)","771","n/e","n/e","640","685","1","n/e","539","n/e","n/e","n/e","1839","n/e","n/e","2740","199","27","n/e","33","n/e","439"
"BZN|FI","13.10.2015 18:00 - 13.10.2015 19:00 (CET/CEST)","804","n/e","n/e","641","720","1","n/e","576","n/e","n/e","n/e","1908","n/e","n/e","2740","201","27","n/e","33","n/e","417"
"BZN|FI","13.10.2015 19:00 - 13.10.2015 20:00 (CET/CEST)","802","n/e","n/e","649","714","1","n/e","571","n/e","n/e","n/e","1840","n/e","n/e","2740","202","29","n/e","35","n/e","375"
"BZN|FI","13.10.2015 20:00 - 13.10.2015 21:00 (CET/CEST)","805","n/e","n/e","639","639","1","n/e","500","n/e","n/e","n/e","1620","n/e","n/e","2740","204","27","n/e","34","n/e","349"
"BZN|FI","13.10.2015 21:00 - 13.10.2015 22:00 (CET/CEST)","798","n/e","n/e","634","522","1","n/e","434","n/e","n/e","n/e","1414","n/e","n/e","2741","204","31","n/e","33","n/e","324"
"BZN|FI","13.10.2015 22:00 - 13.10.2015 23:00 (CET/CEST)","795","n/e","n/e","595","511","1","n/e","403","n/e","n/e","n/e","1305","n/e","n/e","2741","204","32","n/e","33","n/e","311"
"BZN|FI","13.10.2015 23:00 - 14.10.2015 00:00 (CET/CEST)","811","n/e","n/e","595","511","1","n/e","406","n/e","n/e","n/e","1207","n/e","n/e","2741","204","33","n/e","34","n/e","290"
"BZN|FI","14.10.2015 00:00 - 14.10.2015 01:00 (CET/CEST)","824","n/e","n/e","597","497","1","n/e","407","n/e","n/e","n/e","1247","n/e","n/e","2741","206","33","n/e","35","n/e","283"
"BZN|FI","14.10.2015 01:00 - 14.10.2015 02:00 (CET/CEST)","813","n/e","n/e","597","490","1","n/e","405","n/e","n/e","n/e","1180","n/e","n/e","2740","206","33","n/e","34","n/e","305"
"BZN|FI","14.10.2015 02:00 - 14.10.2015 03:00 (CET/CEST)","820","n/e","n/e","595","488","1","n/e","414","n/e","n/e","n/e","1211","n/e","n/e","2741","206","33","n/e","33","n/e","286"
"BZN|FI","14.10.2015 03:00 - 14.10.2015 04:00 (CET/CEST)","813","n/e","n/e","591","534","1","n/e","429","n/e","n/e","n/e","1224","n/e","n/e","2741","206","33","n/e","33","n/e","248"
"BZN|FI","14.10.2015 04:00 - 14.10.2015 05:00 (CET/CEST)","830","n/e","n/e","593","651","1","n/e","479","n/e","n/e","n/e","1338","n/e","n/e","2741","206","33","n/e","33","n/e","235"
"BZN|FI","14.10.2015 05:00 - 14.10.2015 06:00 (CET/CEST)","829","n/e","n/e","648","697","1","n/e","601","n/e","n/e","n/e","1715","n/e","n/e","2741","206","31","n/e","33","n/e","197"
"BZN|FI","14.10.2015 06:00 - 14.10.2015 07:00 (CET/CEST)","832","n/e","n/e","649","746","1","n/e","679","n/e","n/e","n/e","2158","n/e","n/e","2741","206","32","n/e","34","n/e","149"
"BZN|FI","14.10.2015 07:00 - 14.10.2015 08:00 (CET/CEST)","819","n/e","n/e","657","760","1","n/e","696","n/e","n/e","n/e","2079","n/e","n/e","2741","206","32","n/e","34","n/e","115"
"BZN|FI","14.10.2015 08:00 - 14.10.2015 09:00 (CET/CEST)","814","n/e","n/e","652","763","1","n/e","691","n/e","n/e","n/e","2095","n/e","n/e","2740","206","32","n/e","33","n/e","100"
"BZN|FI","14.10.2015 09:00 - 14.10.2015 10:00 (CET/CEST)","812","n/e","n/e","658","760","1","n/e","680","n/e","n/e","n/e","2063","n/e","n/e","2741","203","32","n/e","33","n/e","79"
"BZN|FI","14.10.2015 10:00 - 14.10.2015 11:00 (CET/CEST)","796","n/e","n/e","672","749","1","n/e","619","n/e","n/e","n/e","1988","n/e","n/e","2741","201","32","n/e","34","n/e","50"
"BZN|FI","14.10.2015 11:00 - 14.10.2015 12:00 (CET/CEST)","802","n/e","n/e","683","725","1","n/e","529","n/e","n/e","n/e","2012","n/e","n/e","2741","199","32","n/e","34","n/e","37"
"BZN|FI","14.10.2015 12:00 - 14.10.2015 13:00 (CET/CEST)","810","n/e","n/e","682","719","1","n/e","518","n/e","n/e","n/e","1977","n/e","n/e","2741","198","32","n/e","33","n/e","50"
"BZN|FI","14.10.2015 13:00 - 14.10.2015 14:00 (CET/CEST)","823","n/e","n/e","675","707","1","n/e","487","n/e","n/e","n/e","1970","n/e","n/e","2741","197","32","n/e","34","n/e","53"
"BZN|FI","14.10.2015 14:00 - 14.10.2015 15:00 (CET/CEST)","843","n/e","n/e","656","722","1","n/e","469","n/e","n/e","n/e","1898","n/e","n/e","2741","196","32","n/e","34","n/e","50"
"BZN|FI","14.10.2015 15:00 - 14.10.2015 16:00 (CET/CEST)","853","n/e","n/e","639","721","1","n/e","456","n/e","n/e","n/e","1868","n/e","n/e","2741","219","32","n/e","34","n/e","75"
"BZN|FI","14.10.2015 16:00 - 14.10.2015 17:00 (CET/CEST)","854","n/e","n/e","636","724","1","n/e","503","n/e","n/e","n/e","1777","n/e","n/e","2741","195","32","n/e","33","n/e","99"
"BZN|FI","14.10.2015 17:00 - 14.10.2015 18:00 (CET/CEST)","863","n/e","n/e","643","728","1","n/e","612","n/e","n/e","n/e","1938","n/e","n/e","2741","199","32","n/e","33","n/e","140"
"BZN|FI","14.10.2015 18:00 - 14.10.2015 19:00 (CET/CEST)","860","n/e","n/e","636","736","1","n/e","660","n/e","n/e","n/e","2165","n/e","n/e","2742","202","33","n/e","34","n/e","180"
"BZN|FI","14.10.2015 19:00 - 14.10.2015 20:00 (CET/CEST)","855","n/e","n/e","647","725","1","n/e","649","n/e","n/e","n/e","2128","n/e","n/e","2741","204","33","n/e","34","n/e","173"
"BZN|FI","14.10.2015 20:00 - 14.10.2015 21:00 (CET/CEST)","891","n/e","n/e","643","625","1","n/e","558","n/e","n/e","n/e","1651","n/e","n/e","2741","205","33","n/e","34","n/e","179"
"BZN|FI","14.10.2015 21:00 - 14.10.2015 22:00 (CET/CEST)","868","n/e","n/e","645","506","1","n/e","461","n/e","n/e","n/e","1353","n/e","n/e","2741","206","33","n/e","34","n/e","180"
"BZN|FI","14.10.2015 22:00 - 14.10.2015 23:00 (CET/CEST)","867","n/e","n/e","668","483","1","n/e","420","n/e","n/e","n/e","1281","n/e","n/e","2741","208","33","n/e","35","n/e","174"
"BZN|FI","14.10.2015 23:00 - 15.10.2015 00:00 (CET/CEST)","875","n/e","n/e","673","466","1","n/e","416","n/e","n/e","n/e","1172","n/e","n/e","2740","208","33","n/e","35","n/e","176"
"BZN|FI","15.10.2015 00:00 - 15.10.2015 01:00 (CET/CEST)","888","n/e","n/e","672","470","1","n/e","423","n/e","n/e","n/e","1162","n/e","n/e","2741","208","33","n/e","35","n/e","171"
"BZN|FI","15.10.2015 01:00 - 15.10.2015 02:00 (CET/CEST)","880","n/e","n/e","670","470","1","n/e","429","n/e","n/e","n/e","1172","n/e","n/e","2740","208","33","n/e","33","n/e","211"
"BZN|FI","15.10.2015 02:00 - 15.10.2015 03:00 (CET/CEST)","862","n/e","n/e","669","475","1","n/e","438","n/e","n/e","n/e","1160","n/e","n/e","2739","208","33","n/e","33","n/e","250"
"BZN|FI","15.10.2015 03:00 - 15.10.2015 04:00 (CET/CEST)","870","n/e","n/e","669","474","1","n/e","456","n/e","n/e","n/e","1189","n/e","n/e","2739","208","33","n/e","33","n/e","293"
"BZN|FI","15.10.2015 04:00 - 15.10.2015 05:00 (CET/CEST)","883","n/e","n/e","669","566","1","n/e","470","n/e","n/e","n/e","1302","n/e","n/e","2740","208","33","n/e","33","n/e","316"
"BZN|FI","15.10.2015 05:00 - 15.10.2015 06:00 (CET/CEST)","863","n/e","n/e","682","664","1","n/e","483","n/e","n/e","n/e","1598","n/e","n/e","2739","208","33","n/e","33","n/e","344"
"BZN|FI","15.10.2015 06:00 - 15.10.2015 07:00 (CET/CEST)","858","n/e","n/e","693","677","1","n/e","540","n/e","n/e","n/e","1990","n/e","n/e","2739","208","32","n/e","33","n/e","358"
"BZN|FI","15.10.2015 07:00 - 15.10.2015 08:00 (CET/CEST)","856","n/e","n/e","686","686","1","n/e","596","n/e","n/e","n/e","2149","n/e","n/e","2741","206","28","n/e","34","n/e","395"
"BZN|FI","15.10.2015 08:00 - 15.10.2015 09:00 (CET/CEST)","849","n/e","n/e","708","689","1","n/e","584","n/e","n/e","n/e","2026","n/e","n/e","2741","205","31","n/e","34","n/e","384"
"BZN|FI","15.10.2015 09:00 - 15.10.2015 10:00 (CET/CEST)","826","n/e","n/e","709","698","1","n/e","580","n/e","n/e","n/e","1974","n/e","n/e","2739","203","33","n/e","33","n/e","418"
"BZN|FI","15.10.2015 10:00 - 15.10.2015 11:00 (CET/CEST)","821","n/e","n/e","705","689","1","n/e","579","n/e","n/e","n/e","1991","n/e","n/e","2739","202","33","n/e","34","n/e","430"
"BZN|FI","15.10.2015 11:00 - 15.10.2015 12:00 (CET/CEST)","812","n/e","n/e","676","660","1","n/e","580","n/e","n/e","n/e","1890","n/e","n/e","2738","201","33","n/e","34","n/e","442"
"BZN|FI","15.10.2015 12:00 - 15.10.2015 13:00 (CET/CEST)","827","n/e","n/e","681","676","1","n/e","529","n/e","n/e","n/e","1843","n/e","n/e","2740","199","33","n/e","33","n/e","481"
"BZN|FI","15.10.2015 13:00 - 15.10.2015 14:00 (CET/CEST)","833","n/e","n/e","675","649","1","n/e","481","n/e","n/e","n/e","1771","n/e","n/e","2739","197","33","n/e","33","n/e","532"
"BZN|FI","15.10.2015 14:00 - 15.10.2015 15:00 (CET/CEST)","840","n/e","n/e","676","605","1","n/e","434","n/e","n/e","n/e","1624","n/e","n/e","2739","197","33","n/e","33","n/e","565"
"BZN|FI","15.10.2015 15:00 - 15.10.2015 16:00 (CET/CEST)","843","n/e","n/e","673","576","1","n/e","422","n/e","n/e","n/e","1548","n/e","n/e","2740","195","33","n/e","34","n/e","577"
"BZN|FI","15.10.2015 16:00 - 15.10.2015 17:00 (CET/CEST)","840","n/e","n/e","671","582","1","n/e","428","n/e","n/e","n/e","1528","n/e","n/e","2742","195","33","n/e","34","n/e","589"
"BZN|FI","15.10.2015 17:00 - 15.10.2015 18:00 (CET/CEST)","845","n/e","n/e","653","633","1","n/e","465","n/e","n/e","n/e","1665","n/e","n/e","2741","197","33","n/e","33","n/e","601"
"BZN|FI","15.10.2015 18:00 - 15.10.2015 19:00 (CET/CEST)","859","n/e","n/e","667","536","1","n/e","524","n/e","n/e","n/e","2011","n/e","n/e","2741","199","33","n/e","32","n/e","614"
"BZN|FI","15.10.2015 19:00 - 15.10.2015 20:00 (CET/CEST)","858","n/e","n/e","658","506","1","n/e","480","n/e","n/e","n/e","1949","n/e","n/e","2741","199","33","n/e","33","n/e","625"
"BZN|FI","15.10.2015 20:00 - 15.10.2015 21:00 (CET/CEST)","866","n/e","n/e","661","434","1","n/e","418","n/e","n/e","n/e","1500","n/e","n/e","2741","199","33","n/e","33","n/e","618"
"BZN|FI","15.10.2015 21:00 - 15.10.2015 22:00 (CET/CEST)","870","n/e","n/e","662","347","1","n/e","339","n/e","n/e","n/e","1355","n/e","n/e","2743","199","33","n/e","33","n/e","633"
"BZN|FI","15.10.2015 22:00 - 15.10.2015 23:00 (CET/CEST)","860","n/e","n/e","668","333","1","n/e","335","n/e","n/e","n/e","1248","n/e","n/e","2742","199","33","n/e","32","n/e","641"
"BZN|FI","15.10.2015 23:00 - 16.10.2015 00:00 (CET/CEST)","876","n/e","n/e","675","331","1","n/e","337","n/e","n/e","n/e","1149","n/e","n/e","2743","199","33","n/e","33","n/e","633"
"BZN|FI","16.10.2015 00:00 - 16.10.2015 01:00 (CET/CEST)","872","n/e","n/e","665","332","1","n/e","333","n/e","n/e","n/e","1189","n/e","n/e","2743","200","33","n/e","33","n/e","629"
"BZN|FI","16.10.2015 01:00 - 16.10.2015 02:00 (CET/CEST)","875","n/e","n/e","666","330","1","n/e","334","n/e","n/e","n/e","1181","n/e","n/e","2743","201","33","n/e","34","n/e","634"
"BZN|FI","16.10.2015 02:00 - 16.10.2015 03:00 (CET/CEST)","881","n/e","n/e","655","329","1","n/e","341","n/e","n/e","n/e","1178","n/e","n/e","2743","201","33","n/e","34","n/e","633"
"BZN|FI","16.10.2015 03:00 - 16.10.2015 04:00 (CET/CEST)","878","n/e","n/e","653","320","1","n/e","355","n/e","n/e","n/e","1228","n/e","n/e","2743","201","33","n/e","33","n/e","612"
"BZN|FI","16.10.2015 04:00 - 16.10.2015 05:00 (CET/CEST)","881","n/e","n/e","655","327","1","n/e","373","n/e","n/e","n/e","1373","n/e","n/e","2743","201","33","n/e","34","n/e","578"
"BZN|FI","16.10.2015 05:00 - 16.10.2015 06:00 (CET/CEST)","880","n/e","n/e","648","341","1","n/e","398","n/e","n/e","n/e","1710","n/e","n/e","2743","202","33","n/e","34","n/e","548"
"BZN|FI","16.10.2015 06:00 - 16.10.2015 07:00 (CET/CEST)","900","n/e","n/e","649","360","1","n/e","434","n/e","n/e","n/e","1985","n/e","n/e","2743","203","33","n/e","34","n/e","553"
"BZN|FI","16.10.2015 07:00 - 16.10.2015 08:00 (CET/CEST)","908","n/e","n/e","652","363","1","n/e","448","n/e","n/e","n/e","2068","n/e","n/e","2743","203","33","n/e","33","n/e","546"
"BZN|FI","16.10.2015 08:00 - 16.10.2015 09:00 (CET/CEST)","909","n/e","n/e","650","357","1","n/e","461","n/e","n/e","n/e","2230","n/e","n/e","2743","203","33","n/e","33","n/e","506"
"BZN|FI","16.10.2015 09:00 - 16.10.2015 10:00 (CET/CEST)","893","n/e","n/e","645","357","1","n/e","461","n/e","n/e","n/e","2215","n/e","n/e","2743","202","33","n/e","34","n/e","447"
"BZN|FI","16.10.2015 10:00 - 16.10.2015 11:00 (CET/CEST)","888","n/e","n/e","653","366","1","n/e","452","n/e","n/e","n/e","2157","n/e","n/e","2743","199","33","n/e","34","n/e","417"
"BZN|FI","16.10.2015 11:00 - 16.10.2015 12:00 (CET/CEST)","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","n/e","n/e","N/A","n/e","n/e","N/A","N/A","N/A","n/e","N/A","n/e","N/A"
"BZN|FI","16.10.2015 12:00 - 16.10.2015 13:00 (CET/CEST)","878","n/e","n/e","652","337","64","n/e","351","n/e","n/e","n/e","1861","n/e","n/e","2742","197","33","n/e","34","n/e","376"
"BZN|FI","16.10.2015 13:00 - 16.10.2015 14:00 (CET/CEST)","882","n/e","n/e","655","305","1","n/e","322","n/e","n/e","n/e","1847","n/e","n/e","2743","196","33","n/e","34","n/e","392"
"BZN|FI","16.10.2015 14:00 - 16.10.2015 15:00 (CET/CEST)","876","n/e","n/e","639","326","1","n/e","305","n/e","n/e","n/e","1810","n/e","n/e","2743","195","33","n/e","32","n/e","408"
"BZN|FI","16.10.2015 15:00 - 16.10.2015 16:00 (CET/CEST)","874","n/e","n/e","641","355","1","n/e","308","n/e","n/e","n/e","1791","n/e","n/e","2742","195","33","n/e","32","n/e","405"
"BZN|FI","16.10.2015 16:00 - 16.10.2015 17:00 (CET/CEST)","877","n/e","n/e","645","481","1","n/e","335","n/e","n/e","n/e","1827","n/e","n/e","2742","196","33","n/e","34","n/e","410"
"BZN|FI","16.10.2015 17:00 - 16.10.2015 18:00 (CET/CEST)","880","n/e","n/e","653","498","1","n/e","367","n/e","n/e","n/e","1966","n/e","n/e","2742","198","33","n/e","35","n/e","425"
"BZN|FI","16.10.2015 18:00 - 16.10.2015 19:00 (CET/CEST)","882","n/e","n/e","658","515","1","n/e","402","n/e","n/e","n/e","2204","n/e","n/e","2741","199","33","n/e","34","n/e","441"
"BZN|FI","16.10.2015 19:00 - 16.10.2015 20:00 (CET/CEST)","880","n/e","n/e","657","508","1","n/e","393","n/e","n/e","n/e","2058","n/e","n/e","2741","200","33","n/e","35","n/e","452"
"BZN|FI","16.10.2015 20:00 - 16.10.2015 21:00 (CET/CEST)","882","n/e","n/e","650","476","1","n/e","376","n/e","n/e","n/e","1459","n/e","n/e","2740","201","33","n/e","33","n/e","461"
"BZN|FI","16.10.2015 21:00 - 16.10.2015 22:00 (CET/CEST)","885","n/e","n/e","655","475","1","n/e","344","n/e","n/e","n/e","1423","n/e","n/e","2741","201","27","n/e","32","n/e","464"
"BZN|FI","16.10.2015 22:00 - 16.10.2015 23:00 (CET/CEST)","886","n/e","n/e","658","489","1","n/e","340","n/e","n/e","n/e","1383","n/e","n/e","2741","203","29","n/e","32","n/e","488"
"BZN|FI","16.10.2015 23:00 - 17.10.2015 00:00 (CET/CEST)","888","n/e","n/e","658","483","1","n/e","340","n/e","n/e","n/e","1219","n/e","n/e","2742","203","32","n/e","33","n/e","462"
"BZN|FI","17.10.2015 00:00 - 17.10.2015 01:00 (CET/CEST)","899","n/e","n/e","657","481","1","n/e","338","n/e","n/e","n/e","1167","n/e","n/e","2742","203","37","n/e","33","n/e","439"
"BZN|FI","17.10.2015 01:00 - 17.10.2015 02:00 (CET/CEST)","896","n/e","n/e","664","471","1","n/e","335","n/e","n/e","n/e","1143","n/e","n/e","2742","205","39","n/e","33","n/e","425"
"BZN|FI","17.10.2015 02:00 - 17.10.2015 03:00 (CET/CEST)","895","n/e","n/e","663","476","1","n/e","333","n/e","n/e","n/e","1123","n/e","n/e","2741","205","39","n/e","32","n/e","458"
"BZN|FI","17.10.2015 03:00 - 17.10.2015 04:00 (CET/CEST)","891","n/e","n/e","655","481","1","n/e","335","n/e","n/e","n/e","1129","n/e","n/e","2742","205","39","n/e","32","n/e","436"
"BZN|FI","17.10.2015 04:00 - 17.10.2015 05:00 (CET/CEST)","900","n/e","n/e","659","459","1","n/e","336","n/e","n/e","n/e","1155","n/e","n/e","2742","205","39","n/e","28","n/e","450"
"BZN|FI","17.10.2015 05:00 - 17.10.2015 06:00 (CET/CEST)","901","n/e","n/e","659","461","1","n/e","333","n/e","n/e","n/e","1076","n/e","n/e","2739","205","39","n/e","25","n/e","456"
"BZN|FI","17.10.2015 06:00 - 17.10.2015 07:00 (CET/CEST)","906","n/e","n/e","662","462","1","n/e","335","n/e","n/e","n/e","1279","n/e","n/e","2740","205","39","n/e","25","n/e","435"
"BZN|FI","17.10.2015 07:00 - 17.10.2015 08:00 (CET/CEST)","912","n/e","n/e","668","459","1","n/e","335","n/e","n/e","n/e","1391","n/e","n/e","2740","205","39","n/e","25","n/e","390"
"BZN|FI","17.10.2015 08:00 - 17.10.2015 09:00 (CET/CEST)","906","n/e","n/e","669","458","1","n/e","329","n/e","n/e","n/e","1433","n/e","n/e","2741","205","39","n/e","26","n/e","381"
"BZN|FI","17.10.2015 09:00 - 17.10.2015 10:00 (CET/CEST)","904","n/e","n/e","659","448","1","n/e","329","n/e","n/e","n/e","1495","n/e","n/e","2741","204","39","n/e","33","n/e","307"
"BZN|FI","17.10.2015 10:00 - 17.10.2015 11:00 (CET/CEST)","892","n/e","n/e","671","473","1","n/e","317","n/e","n/e","n/e","1541","n/e","n/e","2740","202","39","n/e","32","n/e","285"
"BZN|FI","17.10.2015 11:00 - 17.10.2015 12:00 (CET/CEST)","889","n/e","n/e","673","470","1","n/e","303","n/e","n/e","n/e","1532","n/e","n/e","2741","199","39","n/e","34","n/e","225"
"BZN|FI","17.10.2015 12:00 - 17.10.2015 13:00 (CET/CEST)","892","n/e","n/e","676","466","1","n/e","302","n/e","n/e","n/e","1563","n/e","n/e","2741","196","39","n/e","33","n/e","212"
"BZN|FI","17.10.2015 13:00 - 17.10.2015 14:00 (CET/CEST)","889","n/e","n/e","676","465","1","n/e","293","n/e","n/e","n/e","1547","n/e","n/e","2746","193","39","n/e","33","n/e","191"
"BZN|FI","17.10.2015 14:00 - 17.10.2015 15:00 (CET/CEST)","887","n/e","n/e","669","466","1","n/e","288","n/e","n/e","n/e","1478","n/e","n/e","2750","190","39","n/e","33","n/e","178"
"BZN|FI","17.10.2015 15:00 - 17.10.2015 16:00 (CET/CEST)","891","n/e","n/e","677","477","1","n/e","293","n/e","n/e","n/e","1486","n/e","n/e","2752","194","39","n/e","31","n/e","202"
"BZN|FI","17.10.2015 16:00 - 17.10.2015 17:00 (CET/CEST)","885","n/e","n/e","678","479","1","n/e","305","n/e","n/e","n/e","1626","n/e","n/e","2751","195","39","n/e","32","n/e","239"
"BZN|FI","17.10.2015 17:00 - 17.10.2015 18:00 (CET/CEST)","896","n/e","n/e","681","482","1","n/e","322","n/e","n/e","n/e","1698","n/e","n/e","2751","196","39","n/e","33","n/e","250"
"BZN|FI","17.10.2015 18:00 - 17.10.2015 19:00 (CET/CEST)","897","n/e","n/e","686","482","1","n/e","327","n/e","n/e","n/e","1817","n/e","n/e","2751","198","39","n/e","32","n/e","275"
